,date,end_of_day,ir_overnight,ir_1w,ir_1m,ir_3m,ir_6m,ir_9m,ir_12m
3033,2008-10-20,2008-10-20,1.60714,2.0,3.49714,3.66071,3.6,3.5,3.49929
3034,2008-10-21,2008-10-21,1.2,1.71786,3.115,3.35143,3.30143,3.20143,3.20143
3035,2008-10-22,2008-10-22,1.14643,1.5,2.89786,3.1425,3.09714,3.05143,3.05143
3036,2008-10-23,2008-10-23,1.00714,1.65,2.92571,3.23857,3.25,3.15,3.15
3037,2008-10-24,2008-10-24,0.84643,1.25143,2.90429,3.28857,3.28929,3.19714,3.2
3038,2008-10-27,2008-10-27,0.98929,1.94643,3.49786,3.73929,3.74143,3.69643,3.69429
3039,2008-10-28,2008-10-28,0.68214,1.25,3.18214,3.84143,3.84714,3.84714,3.84714
3040,2008-10-29,2008-10-29,0.5,0.99643,2.88714,3.54071,3.55857,3.55857,3.55857
3041,2008-10-30,2008-10-30,0.61786,0.99286,2.44786,3.39286,3.44286,3.44643,3.44643
3042,2008-10-31,2008-10-31,0.6,0.95714,2.105,3.34643,3.49286,3.49286,3.49286
3043,2008-11-03,2008-11-03,0.54286,0.59643,1.59643,3.08143,3.29643,3.3,3.3
3044,2008-11-04,2008-11-04,0.47857,0.60357,1.54,2.79143,3.09786,3.14714,3.14714
3045,2008-11-05,2008-11-05,0.45357,0.51071,1.40214,2.54786,2.85071,2.85071,2.85071
3046,2008-11-06,2008-11-06,0.43214,0.5,1.33929,2.43571,2.74286,2.8,2.8
3047,2008-11-07,2008-11-07,0.43786,0.50357,1.19214,2.23714,2.5,2.55143,2.55214
3048,2008-11-10,2008-11-10,0.39643,0.49286,1.00286,2.13857,2.45071,2.49643,2.49714
3049,2008-11-11,2008-11-11,0.37857,0.40714,1.00071,2.09929,2.4,2.45071,2.45071
3050,2008-11-12,2008-11-12,0.28929,0.34643,0.99786,2.04429,2.35,2.35071,2.35357
3051,2008-11-13,2008-11-13,0.28214,0.38929,1.07714,2.14286,2.44286,2.49286,2.49286
3052,2008-11-14,2008-11-14,0.29857,0.4,1.10071,2.19,2.49714,2.54786,2.54857
3053,2008-11-17,2008-11-17,0.325,0.43214,1.04286,2.14714,2.44643,2.54,2.63286
3054,2008-11-18,2008-11-18,0.29857,0.39143,1.04714,2.09929,2.4,2.5,2.59929
3055,2008-11-19,2008-11-19,0.28571,0.4,1.09214,2.1,2.4,2.5,2.59286
3056,2008-11-20,2008-11-20,0.23357,0.34643,1.00071,2.0,2.29929,2.4,2.49929
3057,2008-11-21,2008-11-21,0.23571,0.3,0.95786,1.95,2.25071,2.35071,2.44643
3058,2008-11-24,2008-11-24,0.25,0.30429,0.90357,1.95071,2.25143,2.35071,2.45
3059,2008-11-25,2008-11-25,0.29643,0.4,0.90429,1.90357,2.20857,2.30929,2.40214
3060,2008-11-26,2008-11-26,0.3,0.56429,0.99357,1.94929,2.24929,2.34929,2.44643
3061,2008-11-27,2008-11-27,0.38571,0.68214,1.05071,1.99643,2.29929,2.40071,2.49929
3062,2008-11-28,2008-11-28,0.54643,0.7,1.10071,1.95143,2.25071,2.35071,2.45071
3063,2008-12-01,2008-12-01,0.49286,0.66786,1.55357,2.03786,2.38929,2.49286,2.58929
3064,2008-12-02,2008-12-02,0.48143,0.68571,1.65143,2.14214,2.5,2.59929,2.65071
3065,2008-12-03,2008-12-03,0.38429,0.59286,1.49429,1.99929,2.35071,2.45071,2.55071
3066,2008-12-04,2008-12-04,0.27429,0.38071,1.26929,1.87071,2.26857,2.36857,2.465
3067,2008-12-05,2008-12-05,0.16071,0.295,1.18143,1.78857,2.29286,2.40071,2.5
3068,2008-12-08,2008-12-08,0.105,0.20714,1.09929,1.75143,2.29857,2.39929,2.49143
3069,2008-12-09,2008-12-09,0.10357,0.20071,1.13857,1.75214,2.29714,2.39786,2.45
3070,2008-12-10,2008-12-10,0.09714,0.23929,1.13929,1.75,2.29929,2.39786,2.45
3071,2008-12-11,2008-12-11,0.13786,0.24929,1.04214,1.68714,2.20286,2.30214,2.35714
3072,2008-12-12,2008-12-12,0.14786,0.20429,0.89714,1.60286,2.15,2.25,2.30143
3073,2008-12-15,2008-12-15,0.11,0.16071,0.72071,1.51929,2.05357,2.15214,2.20429
3074,2008-12-16,2008-12-16,0.11,0.12143,0.61,1.50286,2.05071,2.15,2.20071
3075,2008-12-17,2008-12-17,0.10357,0.11643,0.44857,1.19429,1.70714,1.9,2.04571
3076,2008-12-18,2008-12-18,0.105,0.11714,0.41071,1.15143,1.65143,1.85286,2.04643
3077,2008-12-19,2008-12-19,0.10357,0.11571,0.40286,1.10357,1.64643,1.85,2.0
3078,2008-12-22,2008-12-22,0.1,0.1075,0.35143,1.04857,1.6,1.79929,1.94929
3079,2008-12-23,2008-12-23,0.1,0.10071,0.345,0.99714,1.55214,1.74929,1.9
3080,2008-12-24,2008-12-24,0.1,0.10214,0.3,1.0,1.55,1.75,1.9
3081,2008-12-29,2008-12-29,0.1,0.10893,0.29857,0.99857,1.54929,1.75,1.9
3082,2008-12-30,2008-12-30,0.1,0.11036,0.3,0.99571,1.5,1.70143,1.85143
3083,2008-12-31,2008-12-31,0.19643,0.11071,0.29929,0.95071,1.45,1.69929,1.84929
3084,2009-01-02,2009-01-02,0.09857,0.10143,0.20429,0.94857,1.45,1.7,1.85
3085,2009-01-05,2009-01-05,0.1,0.10214,0.20143,0.89571,1.40071,1.65,1.85
3086,2009-01-06,2009-01-06,0.09643,0.1025,0.20071,0.89286,1.35,1.6,1.8
3087,2009-01-07,2009-01-07,0.09929,0.10214,0.19929,0.89643,1.255,1.50143,1.70143
3088,2009-01-08,2009-01-08,0.09929,0.1,0.15143,0.84929,1.20071,1.45071,1.7
3089,2009-01-09,2009-01-09,0.1,0.1,0.15071,0.84143,1.18429,1.43429,1.68286
3090,2009-01-12,2009-01-12,0.1,0.1,0.14929,0.80357,1.13214,1.38143,1.63143
3091,2009-01-13,2009-01-13,0.1,0.1,0.15071,0.80071,1.10143,1.35071,1.60071
3092,2009-01-14,2009-01-14,0.1,0.1,0.15071,0.79929,1.1,1.34929,1.6
3093,2009-01-15,2009-01-15,0.1,0.10071,0.18643,0.83857,1.14357,1.39143,1.64214
3094,2009-01-16,2009-01-16,0.1,0.1,0.19714,0.84643,1.15,1.40071,1.64643
3095,2009-01-19,2009-01-19,0.10429,0.10429,0.24214,0.84714,1.15071,1.40071,1.65071
3096,2009-01-20,2009-01-20,0.10143,0.13,0.28929,0.88857,1.19571,1.445,1.69643
3097,2009-01-21,2009-01-21,0.10143,0.14893,0.29643,0.89786,1.20143,1.45071,1.70071
3098,2009-01-22,2009-01-22,0.13536,0.15,0.34,0.94071,1.24643,1.495,1.74571
3099,2009-01-23,2009-01-23,0.14679,0.15071,0.34714,0.94929,1.25,1.45214,1.7
3100,2009-01-29,2009-01-29,0.14893,0.15071,0.34714,0.94714,1.25,1.45071,1.65143
3101,2009-01-30,2009-01-30,0.35786,0.32714,0.39143,0.98714,1.29571,1.49857,1.69571
3102,2009-02-02,2009-02-02,0.14786,0.19214,0.39,0.99143,1.33857,1.54214,1.74214
3103,2009-02-03,2009-02-03,0.14929,0.19643,0.375,0.97571,1.32929,1.52929,1.72929
3104,2009-02-04,2009-02-04,0.1025,0.15,0.34571,0.95,1.30071,1.5,1.7
3105,2009-02-05,2009-02-05,0.10071,0.10214,0.28857,0.89571,1.25,1.45071,1.65071
3106,2009-02-06,2009-02-06,0.08143,0.085,0.22357,0.82571,1.17857,1.38071,1.58143
3107,2009-02-09,2009-02-09,0.08286,0.08714,0.2,0.79429,1.15071,1.35143,1.55143
3108,2009-02-10,2009-02-10,0.08071,0.08214,0.19643,0.79214,1.14786,1.34857,1.55
3109,2009-02-11,2009-02-11,0.08214,0.08214,0.18,0.78143,1.13143,1.35,1.57143
3110,2009-02-12,2009-02-12,0.08071,0.08071,0.17714,0.77786,1.12929,1.34857,1.57571
3111,2009-02-13,2009-02-13,0.05643,0.05857,0.15,0.75286,1.1,1.32071,1.55
3112,2009-02-16,2009-02-16,0.05143,0.05357,0.17071,0.77071,1.12643,1.34571,1.59214
3113,2009-02-17,2009-02-17,0.05143,0.05214,0.15071,0.75071,1.1,1.33143,1.57929
3114,2009-02-18,2009-02-18,0.05143,0.05214,0.17214,0.775,1.12714,1.34714,1.59357
3115,2009-02-19,2009-02-19,0.05143,0.05286,0.17571,0.77714,1.12786,1.34929,1.59571
3116,2009-02-20,2009-02-20,0.05143,0.05214,0.17786,0.77786,1.12,1.33071,1.56929
3117,2009-02-23,2009-02-23,0.05143,0.0525,0.17429,0.77786,1.11714,1.32857,1.56714
3118,2009-02-24,2009-02-24,0.05143,0.05286,0.16857,0.77,1.11786,1.30286,1.52071
3119,2009-02-25,2009-02-25,0.05214,0.05357,0.18929,0.79214,1.14429,1.34071,1.55857
3120,2009-02-26,2009-02-26,0.05214,0.09714,0.235,0.83786,1.19,1.40643,1.62643
3121,2009-02-27,2009-02-27,0.1,0.14786,0.24857,0.84714,1.20071,1.42,1.63929
3122,2009-03-02,2009-03-02,0.1,0.12071,0.26643,0.86786,1.21714,1.43643,1.65643
3123,2009-03-03,2009-03-03,0.1,0.14786,0.29429,0.89643,1.24643,1.46571,1.68643
3124,2009-03-04,2009-03-04,0.1,0.15,0.295,0.89643,1.25,1.46929,1.69
3125,2009-03-05,2009-03-05,0.05786,0.13286,0.295,0.89786,1.25,1.47071,1.69143
3126,2009-03-06,2009-03-06,0.05357,0.13214,0.295,0.89786,1.23429,1.45071,1.67214
3127,2009-03-09,2009-03-09,0.05286,0.12929,0.31286,0.91214,1.24786,1.47143,1.69571
3128,2009-03-10,2009-03-10,0.08071,0.14929,0.37,0.97286,1.30643,1.54429,1.76929
3129,2009-03-11,2009-03-11,0.08143,0.13,0.35786,0.95643,1.26143,1.50143,1.73071
3130,2009-03-12,2009-03-12,0.08071,0.12214,0.34929,0.95143,1.25143,1.49071,1.72214
3131,2009-03-13,2009-03-13,0.05571,0.10286,0.33,0.93286,1.23071,1.45071,1.68143
3132,2009-03-16,2009-03-16,0.05286,0.10071,0.30071,0.89714,1.20071,1.40214,1.62071
3133,2009-03-17,2009-03-17,0.05214,0.1,0.31143,0.91071,1.21571,1.41571,1.635
3134,2009-03-18,2009-03-18,0.05071,0.10071,0.32143,0.92429,1.22714,1.42786,1.64714
3135,2009-03-19,2009-03-19,0.05143,0.1,0.30214,0.89786,1.18,1.35143,1.55
3136,2009-03-20,2009-03-20,0.05036,0.10071,0.29857,0.89714,1.19643,1.39086,1.59071
3137,2009-03-23,2009-03-23,0.05071,0.1,0.29607,0.87964,1.17929,1.37929,1.57929
3138,2009-03-24,2009-03-24,0.05071,0.08357,0.2875,0.86893,1.17,1.37071,1.57071
3139,2009-03-25,2009-03-25,0.05071,0.18571,0.29714,0.87786,1.17786,1.37929,1.58
3140,2009-03-26,2009-03-26,0.05143,0.2,0.31714,0.89857,1.19857,1.39929,1.59786
3141,2009-03-27,2009-03-27,0.07679,0.2,0.30357,0.88214,1.18071,1.35214,1.55143
3142,2009-03-30,2009-03-30,0.09857,0.2,0.30857,0.89214,1.19071,1.34143,1.53143
3143,2009-03-31,2009-03-31,0.34857,0.20071,0.31643,0.89786,1.2,1.35,1.54071
3144,2009-04-01,2009-04-01,0.1,0.19857,0.31857,0.90214,1.19,1.33071,1.52
3145,2009-04-02,2009-04-02,0.1,0.15071,0.32214,0.905,1.19071,1.33071,1.51929
3146,2009-04-03,2009-04-03,0.1,0.15,0.31857,0.9,1.18,1.32143,1.50857
3147,2009-04-06,2009-04-06,0.08429,0.15,0.30929,0.88929,1.17,1.32,1.51643
3148,2009-04-07,2009-04-07,0.08357,0.16571,0.32286,0.90571,1.18714,1.33643,1.53714
3149,2009-04-08,2009-04-08,0.1,0.16929,0.325,0.90571,1.19,1.34,1.53929
3150,2009-04-09,2009-04-09,0.08143,0.12143,0.30643,0.88286,1.16857,1.32071,1.51786
3151,2009-04-14,2009-04-14,0.08143,0.12071,0.30714,0.89714,1.17714,1.32786,1.52571
3152,2009-04-15,2009-04-15,0.08,0.12,0.30643,0.89714,1.17071,1.32071,1.52
3153,2009-04-16,2009-04-16,0.08071,0.12143,0.27143,0.885,1.15071,1.30143,1.50071
3154,2009-04-17,2009-04-17,0.08,0.12,0.26786,0.88571,1.15857,1.30929,1.50857
3155,2009-04-20,2009-04-20,0.08,0.12071,0.26893,0.8875,1.15857,1.32286,1.52357
3156,2009-04-21,2009-04-21,0.065,0.12071,0.26643,0.88464,1.15857,1.32714,1.52929
3157,2009-04-22,2009-04-22,0.05286,0.10357,0.27357,0.895,1.16571,1.34286,1.54071
3158,2009-04-23,2009-04-23,0.05143,0.10071,0.25429,0.87357,1.14214,1.32214,1.52214
3159,2009-04-24,2009-04-24,0.05,0.11714,0.23143,0.84929,1.11929,1.29929,1.49929
3160,2009-04-27,2009-04-27,0.05,0.05929,0.22071,0.82929,1.09857,1.27857,1.47
3161,2009-04-28,2009-04-28,0.05,0.05286,0.20143,0.80071,1.07857,1.24,1.42
3162,2009-04-29,2009-04-29,0.05,0.05107,0.19357,0.79143,1.07714,1.24643,1.42643
3163,2009-04-30,2009-04-30,0.05,0.05214,0.16357,0.75929,1.05857,1.22857,1.40071
3164,2009-05-04,2009-05-04,0.05,0.05,0.15286,0.73857,1.03857,1.20714,1.37929
3165,2009-05-05,2009-05-05,0.05,0.05,0.15536,0.74357,1.04357,1.21429,1.38357
3166,2009-05-06,2009-05-06,0.05,0.05,0.14964,0.72357,1.02929,1.19929,1.36929
3167,2009-05-07,2009-05-07,0.05,0.05,0.14786,0.705,1.01,1.18143,1.34929
3168,2009-05-08,2009-05-08,0.05,0.05,0.14036,0.69321,0.99857,1.15857,1.33
3169,2009-05-11,2009-05-11,0.05,0.05,0.14107,0.67643,0.98071,1.13786,1.30929
3170,2009-05-12,2009-05-12,0.05,0.05,0.13929,0.66321,0.96571,1.12786,1.29857
3171,2009-05-13,2009-05-13,0.05,0.05,0.12071,0.62857,0.93,1.1,1.27
3172,2009-05-14,2009-05-14,0.05,0.05,0.10357,0.55214,0.85429,1.03643,1.21429
3173,2009-05-15,2009-05-15,0.05,0.05,0.10071,0.54143,0.84,1.01857,1.2
3174,2009-05-18,2009-05-18,0.05,0.05,0.10071,0.52143,0.82,1.00071,1.18071
3175,2009-05-19,2009-05-19,0.05,0.05,0.09429,0.49214,0.79143,0.97143,1.14286
3176,2009-05-20,2009-05-20,0.05,0.05,0.07429,0.40571,0.70429,0.87,1.045
3177,2009-05-21,2009-05-21,0.05,0.05,0.05357,0.33071,0.63071,0.80071,0.96214
3178,2009-05-22,2009-05-22,0.04896,0.05,0.06714,0.34571,0.66929,0.85643,1.03286
3179,2009-05-25,2009-05-25,0.04954,0.05,0.08679,0.38,0.71571,0.90643,1.09643
3180,2009-05-26,2009-05-26,0.04825,0.05,0.08929,0.36214,0.69786,0.87857,1.06714
3181,2009-05-27,2009-05-27,0.04968,0.05,0.09929,0.37143,0.70786,0.90714,1.10786
3182,2009-05-29,2009-05-29,0.05,0.05,0.09929,0.37286,0.70714,0.90714,1.09714
3183,2009-06-01,2009-06-01,0.05,0.05,0.09071,0.36,0.68929,0.87857,1.06714
3184,2009-06-02,2009-06-02,0.05,0.05,0.0825,0.35179,0.67857,0.87786,1.07786
3185,2009-06-03,2009-06-03,0.05,0.05,0.08143,0.345,0.66857,0.86857,1.06714
3186,2009-06-04,2009-06-04,0.05,0.05,0.08714,0.34857,0.66714,0.85786,1.04929
3187,2009-06-05,2009-06-05,0.05,0.05,0.08929,0.35179,0.67786,0.87857,1.07857
3188,2009-06-08,2009-06-08,0.05,0.05,0.09071,0.36286,0.725,0.95929,1.22071
3189,2009-06-09,2009-06-09,0.05,0.05,0.10857,0.38036,0.77357,1.03214,1.29357
3190,2009-06-10,2009-06-10,0.05,0.05,0.09179,0.35679,0.72857,0.97714,1.22786
3191,2009-06-11,2009-06-11,0.05,0.05,0.09143,0.35357,0.72714,0.99429,1.25429
3192,2009-06-12,2009-06-12,0.05,0.05,0.09286,0.34429,0.71714,0.97857,1.22714
3193,2009-06-15,2009-06-15,0.05,0.05,0.09786,0.34393,0.69929,0.94929,1.19857
3194,2009-06-16,2009-06-16,0.05,0.05,0.09929,0.33429,0.67786,0.90929,1.15
3195,2009-06-17,2009-06-17,0.05,0.05,0.09786,0.33393,0.67857,0.90857,1.14857
3196,2009-06-18,2009-06-18,0.05,0.05,0.1,0.33464,0.68643,0.91643,1.15643
3197,2009-06-19,2009-06-19,0.05,0.05,0.10071,0.34429,0.69857,0.96571,1.21286
3198,2009-06-22,2009-06-22,0.05,0.05,0.10071,0.34571,0.68,0.93857,1.17929
3199,2009-06-23,2009-06-23,0.05,0.05,0.09893,0.34786,0.66929,0.92857,1.16
3200,2009-06-24,2009-06-24,0.05,0.065,0.1,0.345,0.65929,0.91929,1.13929
3201,2009-06-25,2009-06-25,0.05,0.06786,0.10286,0.35714,0.67786,0.92714,1.14786
3202,2009-06-26,2009-06-26,0.06929,0.10071,0.11214,0.36,0.66786,0.90857,1.10929
3203,2009-06-29,2009-06-29,0.05,0.09857,0.10214,0.36571,0.66929,0.89929,1.09929
3204,2009-06-30,2009-06-30,0.125,0.09857,0.10143,0.35893,0.65857,0.88857,1.08857
3205,2009-07-02,2009-07-02,0.05,0.05071,0.10036,0.34643,0.64786,0.86929,1.06643
3206,2009-07-03,2009-07-03,0.05,0.05,0.09893,0.32821,0.62714,0.83,1.03
3207,2009-07-06,2009-07-06,0.04965,0.05,0.09893,0.32786,0.62643,0.82929,1.02929
3208,2009-07-07,2009-07-07,0.04965,0.05,0.09071,0.29857,0.59929,0.8,1.0
3209,2009-07-08,2009-07-08,0.04929,0.05,0.08964,0.29643,0.59786,0.79929,0.99929
3210,2009-07-09,2009-07-09,0.04865,0.04965,0.08714,0.28429,0.57429,0.77643,0.975
3211,2009-07-10,2009-07-10,0.04965,0.05,0.08071,0.26857,0.56,0.76,0.95929
3212,2009-07-13,2009-07-13,0.04929,0.05,0.07214,0.25857,0.55929,0.75857,0.95857
3213,2009-07-14,2009-07-14,0.04965,0.05,0.08,0.26786,0.56786,0.77714,0.985
3214,2009-07-15,2009-07-15,0.04965,0.05,0.07929,0.26679,0.56857,0.785,0.99571
3215,2009-07-16,2009-07-16,0.05,0.05,0.08929,0.27786,0.57857,0.79714,1.00786
3216,2009-07-17,2009-07-17,0.05,0.05,0.10071,0.27,0.57,0.79071,1.00071
3217,2009-07-20,2009-07-20,0.05,0.12786,0.12571,0.27714,0.57786,0.78857,0.99857
3218,2009-07-21,2009-07-21,0.05,0.19929,0.12929,0.26929,0.55929,0.76929,0.98
3219,2009-07-22,2009-07-22,0.07429,0.13071,0.12071,0.25929,0.54786,0.74857,0.95071
3220,2009-07-23,2009-07-23,0.23357,0.19357,0.12143,0.25857,0.54857,0.74857,0.94929
3221,2009-07-24,2009-07-24,0.155,0.12857,0.12,0.25786,0.55714,0.76643,0.96571
3222,2009-07-27,2009-07-27,0.1,0.1,0.10143,0.24643,0.54714,0.75786,0.96643
3223,2009-07-28,2009-07-28,0.05,0.05714,0.08071,0.23,0.52929,0.72929,0.93143
3224,2009-07-29,2009-07-29,0.04965,0.05714,0.07893,0.22929,0.52929,0.73786,0.93857
3225,2009-07-30,2009-07-30,0.05,0.05857,0.07929,0.22786,0.53786,0.74786,0.94857
3226,2009-07-31,2009-07-31,0.03394,0.05,0.07071,0.2175,0.52857,0.73857,0.93857
3227,2009-08-03,2009-08-03,0.03,0.05,0.07,0.20786,0.50857,0.71,0.91143
3228,2009-08-04,2009-08-04,0.03,0.05,0.06857,0.21786,0.52786,0.73714,0.94714
3229,2009-08-05,2009-08-05,0.03,0.05,0.06857,0.21857,0.52643,0.73786,0.94714
3230,2009-08-06,2009-08-06,0.03,0.05,0.07,0.21857,0.53571,0.75214,0.96214
3231,2009-08-07,2009-08-07,0.03,0.04965,0.06929,0.21786,0.535,0.75571,0.97286
3232,2009-08-10,2009-08-10,0.03,0.04965,0.06857,0.225,0.54857,0.78786,1.02357
3233,2009-08-11,2009-08-11,0.03,0.04965,0.07071,0.22857,0.54643,0.77786,0.99714
3234,2009-08-12,2009-08-12,0.03,0.04929,0.07,0.22857,0.54643,0.75929,0.95714
3235,2009-08-13,2009-08-13,0.03,0.04929,0.07786,0.22929,0.54643,0.74714,0.94643
3236,2009-08-14,2009-08-14,0.03,0.04929,0.07786,0.21929,0.51786,0.70929,0.9
3237,2009-08-17,2009-08-17,0.03,0.05,0.08,0.21857,0.50643,0.68929,0.87857
3238,2009-08-18,2009-08-18,0.03,0.05,0.07786,0.21929,0.50714,0.68857,0.87643
3239,2009-08-19,2009-08-19,0.03,0.05,0.07786,0.21786,0.51357,0.69714,0.89786
3240,2009-08-20,2009-08-20,0.03,0.05,0.07786,0.22643,0.525,0.70643,0.89714
3241,2009-08-21,2009-08-21,0.03,0.05,0.07929,0.21857,0.51786,0.69857,0.88857
3242,2009-08-24,2009-08-24,0.03,0.05,0.07929,0.21714,0.51714,0.705,0.90143
3243,2009-08-25,2009-08-25,0.03,0.05,0.07929,0.20929,0.50786,0.68929,0.87929
3244,2009-08-26,2009-08-26,0.03,0.05,0.08,0.20929,0.50929,0.68929,0.87786
3245,2009-08-27,2009-08-27,0.03,0.05,0.07214,0.2,0.49929,0.68,0.86929
3246,2009-08-28,2009-08-28,0.03,0.05,0.07857,0.20607,0.50714,0.68714,0.87643
3247,2009-08-31,2009-08-31,0.04,0.05,0.07929,0.19929,0.49929,0.67929,0.86857
3248,2009-09-01,2009-09-01,0.04,0.05,0.08,0.19893,0.49929,0.67929,0.86857
3249,2009-09-02,2009-09-02,0.04,0.05,0.07929,0.19857,0.48929,0.66929,0.85857
3250,2009-09-03,2009-09-03,0.03071,0.05,0.08071,0.19857,0.48857,0.66857,0.85786
3251,2009-09-04,2009-09-04,0.03,0.05,0.08714,0.19857,0.48929,0.66929,0.85
3252,2009-09-07,2009-09-07,0.03,0.05,0.09071,0.19143,0.47857,0.65857,0.83929
3253,2009-09-08,2009-09-08,0.03,0.04979,0.09857,0.19714,0.47929,0.65929,0.83929
3254,2009-09-09,2009-09-09,0.03,0.05,0.10786,0.19929,0.48,0.65,0.83143
3255,2009-09-10,2009-09-10,0.03,0.05786,0.11857,0.20714,0.48786,0.65786,0.82929
3256,2009-09-11,2009-09-11,0.03071,0.09643,0.13857,0.2175,0.49786,0.66714,0.82786
3257,2009-09-14,2009-09-14,0.05,0.14857,0.14071,0.21893,0.49929,0.66929,0.82857
3258,2009-09-15,2009-09-15,0.17857,0.195,0.14,0.21857,0.49929,0.67786,0.84714
3259,2009-09-16,2009-09-16,0.18286,0.15429,0.14929,0.22,0.49929,0.67929,0.85857
3260,2009-09-17,2009-09-17,0.20714,0.17643,0.14143,0.21071,0.50857,0.68857,0.87714
3261,2009-09-18,2009-09-18,0.2,0.19714,0.14143,0.20929,0.49786,0.67857,0.86786
3262,2009-09-21,2009-09-21,0.21143,0.17929,0.14071,0.20821,0.49929,0.68786,0.87714
3263,2009-09-22,2009-09-22,0.05,0.09857,0.12,0.2,0.49929,0.68357,0.87571
3264,2009-09-23,2009-09-23,0.05,0.09714,0.11929,0.2,0.49929,0.67286,0.86071
3265,2009-09-24,2009-09-24,0.05,0.09857,0.12786,0.20643,0.50857,0.66857,0.83929
3266,2009-09-25,2009-09-25,0.05,0.09786,0.13643,0.21571,0.51714,0.67571,0.84714
3267,2009-09-28,2009-09-28,0.05,0.09786,0.14,0.21786,0.52786,0.69643,0.86571
3268,2009-09-29,2009-09-29,0.05,0.09786,0.13929,0.21786,0.52857,0.69857,0.86786
3269,2009-09-30,2009-09-30,0.05,0.09857,0.13893,0.21786,0.52929,0.69929,0.86929
3270,2009-10-02,2009-10-02,0.05,0.09714,0.13857,0.22714,0.52786,0.67857,0.82929
3271,2009-10-05,2009-10-05,0.04965,0.095,0.13786,0.22571,0.525,0.67714,0.82786
3272,2009-10-06,2009-10-06,0.04965,0.09214,0.13714,0.225,0.525,0.67643,0.82929
3273,2009-10-07,2009-10-07,0.04965,0.09571,0.13929,0.23714,0.53786,0.68786,0.845
3274,2009-10-08,2009-10-08,0.05,0.07,0.13857,0.23857,0.53857,0.68,0.83786
3275,2009-10-09,2009-10-09,0.03322,0.05,0.13,0.22857,0.52929,0.67929,0.83714
3276,2009-10-12,2009-10-12,0.03071,0.05,0.12929,0.22714,0.53643,0.695,0.855
3277,2009-10-13,2009-10-13,0.03143,0.05,0.12071,0.21929,0.53,0.69857,0.85857
3278,2009-10-14,2009-10-14,0.03,0.05,0.1,0.20071,0.50929,0.67857,0.83929
3279,2009-10-15,2009-10-15,0.03,0.05,0.1,0.19857,0.49929,0.66786,0.82786
3280,2009-10-16,2009-10-16,0.04751,0.05786,0.10714,0.20571,0.50714,0.67714,0.83786
3281,2009-10-19,2009-10-19,0.05,0.05929,0.10857,0.20857,0.50857,0.68786,0.84786
3282,2009-10-20,2009-10-20,0.05,0.06,0.09929,0.19786,0.48929,0.66929,0.81929
3283,2009-10-21,2009-10-21,0.05,0.06,0.09929,0.19786,0.48,0.64643,0.79929
3284,2009-10-22,2009-10-22,0.05,0.05929,0.09,0.18857,0.46714,0.63714,0.79071
3285,2009-10-23,2009-10-23,0.05,0.05143,0.08143,0.18,0.44929,0.61929,0.77
3286,2009-10-27,2009-10-27,0.05,0.05,0.0725,0.17107,0.44857,0.62786,0.77857
3287,2009-10-28,2009-10-28,0.04929,0.05,0.07071,0.17071,0.43929,0.60857,0.75857
3288,2009-10-29,2009-10-29,0.05,0.05,0.07857,0.17821,0.43929,0.60786,0.75786
3289,2009-10-30,2009-10-30,0.05,0.05,0.07964,0.17929,0.43857,0.60786,0.76643
3290,2009-11-02,2009-11-02,0.04929,0.05,0.07107,0.16964,0.425,0.57643,0.73571
3291,2009-11-03,2009-11-03,0.05,0.05,0.07071,0.16857,0.42857,0.57857,0.73786
3292,2009-11-04,2009-11-04,0.05,0.05,0.07143,0.16893,0.42857,0.58786,0.74786
3293,2009-11-05,2009-11-05,0.05,0.05,0.08857,0.17786,0.43857,0.58857,0.74786
3294,2009-11-06,2009-11-06,0.05,0.05,0.08964,0.16929,0.42929,0.57929,0.72929
3295,2009-11-09,2009-11-09,0.05,0.05,0.10821,0.1675,0.41929,0.56,0.70071
3296,2009-11-10,2009-11-10,0.05,0.05857,0.10893,0.15964,0.40929,0.54929,0.68929
3297,2009-11-11,2009-11-11,0.05,0.06,0.11,0.16,0.40071,0.54071,0.68071
3298,2009-11-12,2009-11-12,0.04857,0.05857,0.09893,0.14857,0.36929,0.50857,0.64929
3299,2009-11-13,2009-11-13,0.05,0.05857,0.09893,0.14857,0.35786,0.49857,0.63929
3300,2009-11-16,2009-11-16,0.05,0.06857,0.10036,0.14929,0.35929,0.49857,0.63929
3301,2009-11-17,2009-11-17,0.05,0.07786,0.08964,0.13893,0.34929,0.47786,0.60857
3302,2009-11-18,2009-11-18,0.05,0.07929,0.09357,0.14214,0.35286,0.48786,0.61714
3303,2009-11-19,2009-11-19,0.05,0.05,0.07036,0.13036,0.32929,0.46929,0.6
3304,2009-11-20,2009-11-20,0.05,0.05,0.06929,0.12036,0.30929,0.45,0.57857
3305,2009-11-23,2009-11-23,0.04971,0.05,0.06821,0.12036,0.30786,0.44929,0.58786
3306,2009-11-24,2009-11-24,0.04936,0.05,0.06929,0.12036,0.30857,0.45,0.59
3307,2009-11-25,2009-11-25,0.03,0.05,0.05857,0.11,0.29643,0.43929,0.57786
3308,2009-11-26,2009-11-26,0.03,0.049,0.05821,0.10964,0.28714,0.42929,0.56714
3309,2009-11-27,2009-11-27,0.03,0.04829,0.05893,0.10964,0.27929,0.41929,0.55857
